author,comment,voteCount,replyCount,channel,country
@stefanblue660,"Tendenziöse Berichterstattung, kein Wort über israelische Opfer.",0,0,ZDFheuteNachrichten,Germany
@kieselsteinchen9795,Und was wird aus dem West-Jordanland? Das muss zusammen spielen.,0,0,ZDFheuteNachrichten,Germany
@fireabend_1226,"Gaza, mit ""G"" wie ""Gangsta's Paradise"" - Das Lied zum Film. ",0,0,ZDFheuteNachrichten,Germany
@peerpfuller4582,Gasa wird Dresden 1945 sein!!,0,0,ZDFheuteNachrichten,Germany
@joeob4194,"ein israelischer Minister sprach davon, Atombombe auf Gaza wäre eine Option !! Darf ich an dieser Stelle schreiben, wie ich diese Idee finde ...? Von wegen ""ach die arme Bevölkerung"" - man muß sich doch nur einfach vor Augen halten, wer die zukünftigen Terroristen ausbrütet !! In dem Sinne kann wohl kaum von einer ""Zivil""-Bevölkerung gesprochen werden ...!!",0,0,ZDFheuteNachrichten,Germany
@joeob4194,KEINE - und das ist auch GUT so !!!,0,0,ZDFheuteNachrichten,Germany
@markusschuler665,"Ich bin es leid, Mitbürger in diesem Land (nicht nur jüdische) haben Angst und wir müssen tatenlos zusehen, wie die Terroristen in unserem Land ihren bestialischen Überfall auf israelische Zivilisten feiern, klar gegen uns demonstrieren und einen islamischen Gottesstaat auf deutschem Boden fordern. Dieser Abschaum, der sich da in unseren Innenstädten zusammenrottet kann doch nicht wirklich Sympathien erwarten. Wie lange wollen wir zuschauen? Wollen wir darauf warten uns dem Diktat des Kalifen von Berlin zu beugen? Seid ihr noch zu retten? Wenn diese Subjekte den Westen ablehnen sollen sie sich doch zum Teufel scheren. Wie lange müssen wir uns noch dafür schämen, dass in Deutschland wieder Juden Angst haben müssen? Die nehmen Deutsche als Geiseln, ermorden unsere Landsleute und wir sorgen uns um die armen Terroristen? Haben denn hier Alle den Verstand verloren?",0,1,ZDFheuteNachrichten,Germany
@xerxesxerxes2715,das Palästinensische Land wird nochmals verschwinden ..macht doch gleich alles platt ..die Welt weiß doch das Israel Palästina systematisch vernichtet seit 70 Jahren..danke Werte Westen party time Völkerrecht???was ist das? Nur wenn es in den Kram passt ..Ukraine lässt grüßen ,1,0,ZDFheuteNachrichten,Germany
@geoengineeringmoritzburg7686,Es sind keine Siedler sondern Okkupanten!!!,1,1,ZDFheuteNachrichten,Germany
@eparg8059,"Minute 5 Sekunde 53 :
""Israel verübt Vergeltung...und hält die  Z I V I L B E V Ö L K E R U N G für mitschuldig..""
Was ist denn das für ein Schwachsinn ?!!!",0,0,ZDFheuteNachrichten,Germany
@heinrichheini2405,https://www.youtube.com/watch?v=pI3Yiu9Y0fA,0,0,ZDFheuteNachrichten,Germany
@SkenderBeg77,"Es geht NUR um gigantische Wirtschafts- und Machtinteressen der USA.
Wie immer wenn es im nahen Osten Kriege gibt.",1,0,ZDFheuteNachrichten,Germany
@Crushrxrt,Die armen Israelis. Können ja gar nichts dafür.,0,0,ZDFheuteNachrichten,Germany
@Kommissar.Hamburg,"Wir haben Sie noch mit offenen Armen extra noch ins Land geholt, die Hamas Unterstützer, dass Sie bei uns auch terrorisieren dürfen, wie Sie Lust haben, so wie Sie das in Ihrem eigenen Vaterland auch gemacht haben. Wer das Massaker von den Hamas-Terroristen gut findet, der sollte dahin gehen, wo er hergekommen",0,0,ZDFheuteNachrichten,Germany
@OZ-ux1xd,"Dieser Bericht ist einfach nur amateurhaft und nicht objektiv. Nennt sich das Journalismus? Ich schlage vor, eine rethorisch korrekte Berichterstattung zu pflegen. „ZUSAMMENSTÖSSE“???? Wenn der eine Oliven pflückt und der andere bewaffnet eindringt, dann ist das ein Mord und kein Zusammenstoß. Was genau beabsichtigt man mit dieser Doppelmoral?",0,0,ZDFheuteNachrichten,Germany
@harryharalds2236,"Wieso nennt man das Kind nicht beim Namen ? 
Das ist Völkermord und Kriegsverbrechen was Israel da begeht",1,0,ZDFheuteNachrichten,Germany
@notfromthisworld9446,"Der Westen sollte jetzt anfangen den Palästinensern die gleichen 
Selbstverteidigungswaffen zu liefern, die den Ukrainern geliefert 
werden.

Hobbyterroristen wurden durch Profiterroristen abgelöst.",0,0,ZDFheuteNachrichten,Germany
@celticfreepalestine,"Der nazistaat israel ist laengst auf dem niveau des 3.deutschen reiches angelangt.
Der voelkermord und die kriegsverbrechen durch tsahal verlangen einen totalen boykott dieses landes...zuerst wirtschaftlich aber auch sportlich und kulturell.",0,0,ZDFheuteNachrichten,Germany
@yonahful6215,"Palästina hat sein Recht auf eine positve Zukunft verspielt, der Streifen Ödland wird demontiert, das arabische Restvolk wird in Israel keine Arbeit mehr finden, keine humanitäre oder finazielle Hilfe, kein gar nichts.",0,0,ZDFheuteNachrichten,Germany
@ZDFheute,Wir haben die Kommentarfunktion für weitere Kommentare deaktiviert. Auf unserem Kanal findet ihr unsere tagesaktuellen Beiträge. Schaut dort gerne vorbei und diskutiert weiter mit!,0,0,ZDFheuteNachrichten,Germany
@SkenderBeg77,Darf man die gewaltsamen Sidler auch Torroristen nennen?,0,0,ZDFheuteNachrichten,Germany
@celticfreepalestine,"Juden die den nazistaat israel und dessen voelkermord in gaza unterstuetzen sollen angst haben.
Fuer diese art nazis ist eh kein platz in der BRD...gell?
Nazis raus...auch judennazen.",0,0,ZDFheuteNachrichten,Germany
@DogsKita,"was für ein schrecklicher Moderator, ich kann das nicht anschauen ",0,0,ZDFheuteNachrichten,Germany
@samprojekt4690,"Manche Leute sind sehr gut darin, die Opferrolle zu spielen, obwohl sie selbst der Täter sind. 

Unterstützt Deutschland ein Genozid in Gaza?",0,0,ZDFheuteNachrichten,Germany
@ghkghuggg9595,"Und warum tun die arabischen Nachbarstaaten nichts? diese Frage hätte ich gerne beantwortet? Warum tun sie seit Jahrzehnten nichts für die muslimischen Mitbürger? sie wollen weiterhin der Status Quo und eine Verteuflung Israels. Diese linke, anti israelische Sichtweise kann ich mir auch überall anders holen. Danke ZDF......",0,0,ZDFheuteNachrichten,Germany
@hamidnajafi5676,"Ich frage mich, welche unterschied zwischen Hamas, die Zivilisten umgebracht hat und die Siedler im besetze Westjordanland ist? Wieso geredet man nicht über dieser Massaker ",1,1,ZDFheuteNachrichten,Germany
@hamidnajafi5676,"So lange die israelische Rechts Regierung von den Westen unterstützt wird, wird in Israel keine Frieden geben!!!",1,0,ZDFheuteNachrichten,Germany
@hanzomain8302,the gates to hell are open,0,0,ZDFheuteNachrichten,Germany
