author,comment,voteCount,replyCount,channel,country
@hamedy3322,"Many Jews were against what Theodor Herzl purposal to establish a ‘Jewish-only’ state back then, and the so-called the prophet of zionism was reportedly and athiest anyway. So how did they got the movement going? By gaining help and funded by the British imperialists instead. Israel is nothing than just an ideology that use Judiasm to justify their ‘according to scripture’ movement by ethnic cleansing anyone who are lower then them. Even today, Jews are still against Israel. Benjamin Netanyahu quoted from Bible to justify their genocide somehow, but he is an athiest as well and he was born in Poland.

zionism does not and will never represent Judiasm!

May Allah open our eyes and hearts to the truth, and may Allah grant us knowledge and wisdom to pierce through the veil of ignorance and hypocracy. Aamiin…",0,0,TRT Word,Turkey
@karimabenhaddou5459,"You are an honourable young man! Thank you for speaking the truth and  being justice!!!
Free ",6,0,TRT Word,Turkey
@tjmaxx4739,"The Jewish group and Palestine groups needs to get together and point out to the politicians and anti Palestine western news media that support for Palestine state, cease fire does not mean they are anti Israel or Jewish religion ! Hamas attack was also not right, plus two wrong does not make it right !",0,1,TRT Word,Turkey
@RajReviewsDualSportPhotoGadget,❤,0,0,TRT Word,Turkey
@nadildasmapratama9751,Free Palestine ,0,0,TRT Word,Turkey
@paulpeter-po5rd,"You need to learn from the Belfour Declaration to the present, then make another comment.  I am not being disrespectful to you  but you need to learn the true history.  And also,  did you know that theTorah tells the jews that they cannot return to Palestine?",0,0,TRT Word,Turkey
@ScarfaceGGGG,"Sadly, Israel is not run by Jews but by zionists.",0,0,TRT Word,Turkey
@tasneemmansoor7828,Or maybe talk about the fact that israel has been condemned in the past for using palestinian children as human shields. Israel thinks of Palestinians as less then them.  They want them gone. Israel is a terrorist state.,0,0,TRT Word,Turkey
@BayuFil,SHUT UP HIPSTERS FULL BELLY.,0,0,TRT Word,Turkey
@kingmufasa8929,Is Covid back?,1,0,TRT Word,Turkey
@kingmufasa8929,Palestinians are refugees. Hamas confirmed that and Palestine belongs to Israel,2,1,TRT Word,Turkey
@SA-se9hx,Truth teller,8,0,TRT Word,Turkey
@wobbegong4366,Guaranteed this brave man will be smeared as a ‘self hating Jew.’,16,5,TRT Word,Turkey
@oromtichaoromia1265,"Stupid Crack heads, Judaism begun by creation of state of Israel and building place of worship.Otherwise God wouldn't require them to leave Egypt.These people don't understand what Judaism is Prophet King David and Solomon were the leaders of state of Israel established as Instructed by God himself .I don't think these people are actually Israelites ",0,0,TRT Word,Turkey
@WayOfDiplomacy,"Isn't it incomprehensible that the whole world supports Palestine? Oh wait, Zionists are hardcore antisemites. Barbaric, cunning invaders that act like Nazis. Maybe that's why.",1,0,TRT Word,Turkey
@marwadimassi999,Thank you to the Jewish people like him who are speaking up for Palestinians and trying to end this genocide and occupation.  You are heroes.  I'm sure they get a lot of backlash from their own communities and families at times for speaking up.  Free Palestine ,119,1,TRT Word,Turkey
@vivavasquez,thank you sir !,4,0,TRT Word,Turkey
@RachelDerGolem,"There is a huge Israeli conspiracy to prevent Hamas, Al-Qaeda, Hezbollah, The Muslim Brotherhood, The Taliban, Islamic Jihad, ISIS, Saddam Hussein, Ayatollah Khomeini, Osama Bin Laden, Bashar Assad, Muammar al-Gaddafi, the Syrian Air Force  and President Putin from bringing peace to the world!!!!!",1,2,TRT Word,Turkey
@SarahYounes-il9gk,Free Palestine,8,1,TRT Word,Turkey
@ninjiango9126,Trump 2024! Ban Islam again!,0,0,TRT Word,Turkey
@editing5157,Well said!,7,0,TRT Word,Turkey
@toniprince4192,"Thanks for this powerful testimony. Thanks to everyone who takes to the streets and the airwaves to condemn Israeli war crimes and genocide of Palestinians.
Thanks to everyone who stands up for the basic human rights of Palestinians.

Nobody can be free until everybody is free.",54,0,TRT Word,Turkey
@myg1193,❤️,7,0,TRT Word,Turkey
@humarakhan1731,You should stay with  justice,1,0,TRT Word,Turkey
@cyrilthomas1907,Hey jew man go to israel and try to speak like this,0,0,TRT Word,Turkey
@SteveRogers461,❤❤❤,1,0,TRT Word,Turkey
@carlosc2731,WHEN THE POPULAR REPUBLIC OF PALESTIAN WERE FUNDED ; ALL PEOPLE : MUSLIM - JEWS - CHRISTIAN - ORTHODOX - ATHEOS - NATIONALIST - HINDUS WILL BE LIVING IN THE SAME PLACE HAVING EQUAL RIGHTS UNDER DEMOCRATIC CONSTITUTION ... Saxton Lectures.,4,0,TRT Word,Turkey
@nadine0803,Refugees Welcome in Germany ❤  bring your family,0,0,TRT Word,Turkey
@paulpeter-po5rd,"In The Name Of ALLAH the Most Merciful.
Boycott is what we can all do, first make dua then boycott everything israil ownes and everyone that supports them, including all, company's, products, servives, food, drinks, clothing and footwear PERMANENTLY,  buy umma owned and produced products and services. Tell this to everyone because this is how we will do our job.  Copy and paste this comment if you want
I ask ALLAH to except this from me.",0,0,TRT Word,Turkey
@RachelDerGolem,"Yes, beautiful and rich too.",0,0,TRT Word,Turkey
@ZT-vr4wz,You must be really special........,0,0,TRT Word,Turkey
@Michael-ys7hw,Yeah but 90% of Jews support Israel,0,0,TRT Word,Turkey
@TmanRock9,Perhaps not self hating but definitely delusion. He’s kind of like a black African slave being pro confederacy.,0,0,TRT Word,Turkey
@paulpeter-po5rd, @khrystree9233  Thats what the jewish zionists call the other jews if they speak against them.,0,0,TRT Word,Turkey
@kevindonaghey8483,​ @khrystree9233 it's something that Israeli people call other Jewish people who support palestine and speak the truth from their Torah that is against Israel,3,0,TRT Word,Turkey
@wobbegong4366, @khrystree9233  Exactly my point. It’s just a term that the Zio’s use to shut down any criticism against them from actual god-fearing Jews.,0,0,TRT Word,Turkey
@khrystree9233,What the hell is a self hating Jew even ? This man eloquently expressed his rejection of a clearly apartheid state ,3,0,TRT Word,Turkey
@paulpeter-po5rd,"Palestine belongs to Palestinians, childish hasbara troll.",0,0,TRT Word,Turkey
@muamerblazevic,"May Allah give them hidaya and all the best. Ameen. If he was in ""Isr@el"" he would be attacked and guess what - nobody would call that antisemitic.",15,1,TRT Word,Turkey
@rachidajjouch152,You are a real Jew and a brother in humanity. There is never been a problem with Jews people off the book. The problem is with the atheistic Zionist babykillers that think after this life there will be nothing and will get away with their crimes.,1,0,TRT Word,Turkey
@muamerblazevic,"It's crazy that a white jew can beat up an Arab muslim semite and when the Arab defends himself HE will be called antisemitic. It's like people think ""semite"" means ""jewish"".",2,0,TRT Word,Turkey
@Marymare-katniss,Free Palestine ☮️,10,0,TRT Word,Turkey
@Marymare-katniss,☮️☮️☮️☮️☮️,2,0,TRT Word,Turkey
@rafthejaf8789,"It's of course great that this guy stands with the Palestinians but for f*ck's sake take that stupid mask off! Number one he's a young man in very little danger from covid. Number two he's outside and number three, a recent study from Oxford university found that masks do absolutely nothing to prevent transmission and in fact they represent a danger to health because of bacterial build up. Somebody tell him to take vitamin C D and zinc , eat well sleep well. Most importantly stop allowing yourself to live in a state of fear and participating in the big pharma campaign to makes us all afraid of each other so that we'll accept the ""solutions"" they offer us. Long live Palestine!",0,0,TRT Word,Turkey
@hydromominusa9332,❤,5,0,TRT Word,Turkey
@lejlam.,"❤️ 
Free Palestine! ✌️ 
“Judaism yes, Zionism no."" - Neturei Karta",8,1,TRT Word,Turkey
@sihamaliouat414,Free Palestine ♥️,18,4,TRT Word,Turkey
@johntillotson4254,❤❤❤,4,0,TRT Word,Turkey
@FirstNumber1,Big up to all my peaceful people,15,2,TRT Word,Turkey
@hazelem1266,"It’s not a “gross representation” It is a successful strategic ploy used by Jews to get away with whatever they want to. People are so scared to be labelled as such, that they turn a blind eye on the atrocities committed, whatever they may be. And this was before October 7. This is the reason Germany is so silent.",0,1,TRT Word,Turkey
