author,comment,voteCount,replyCount,channel,country
@redcloud3615,"War schon zynisch und ekelhaft zugleich , als Israel sich kürzlich als Heilsbringer präsentierte und vor laufenden Kameras Brutkästen für Babys in ein Krankenhaus schleppte. In ein bombadiertes Krankenhaus ohne Strom und ohne Treibstoff für Notstromagregate. ICH SAGE : T O L L !!!",0,0,ZDFheuteNachrichten,Germany
@spahicmujo4165,das ist nur traurig wie die Menschen unterschiedliche wert. Ich  bin immer gegen unschuldige die umgebucht wurden. Aber muss man sich fragen ob die umgebrachte haben demonstriert und gegen waren wenn die Israelische Terorisiert werden und jedes Jahr so viel umgebracht das haben sie nicht Sendung gemacht ich weiß warum sie darf nicht Israel Regierung das erlauben nicht Wahrheit darf nicht berichten sonst Werden Sie gleiche Schicksal wie ihre kolegin von Al-jesira tv.,0,0,ZDFheuteNachrichten,Germany
@user-ei2or3gj3n,Israel is der gefährlichste Platz für juden auf der Welt…. Vielleicht ist es nicht der richtige….,0,0,ZDFheuteNachrichten,Germany
@user-ei2or3gj3n,Es tut mir sehr leid das sie in ihrer Küche das leid hören müssen,1,1,ZDFheuteNachrichten,Germany
@darthrevan2118,ihr macht teils Hamas Propaganda,0,0,ZDFheuteNachrichten,Germany
@darthrevan2118,"Die Hamas diese Feiglinge verwenden Zivilisten als Schutzschilde, der ""Genozid"" ist der angeklagt die dreckige Antisemitische Hamas. bei den Hamas sind wir auch Christen auf der Vernichtungsliste nicht nur Juden. die Juden sind für die Hams nur der NAfang, neben den juden wollen die hamas auczh die Christen welt weit vernichten. daher gehört die Hamas vernichtet",1,0,ZDFheuteNachrichten,Germany
@darthrevan2118,"Die IDF bestehen aus Juden und Muslimen und einigen Christen, ihr sollt euch mehr informieren.",0,0,ZDFheuteNachrichten,Germany
@darthrevan2118,"Die Schuld und die einzige Schuld haben die hamas die neben der Auslöschung von juden auch die auschlöschung der Christen, Ddie Hamas vernichtet die Palästinenser sonst keiner",0,0,ZDFheuteNachrichten,Germany
@-GEZtapo-,Bald siehts bei uns genauso aus dank der Altparteien,0,0,ZDFheuteNachrichten,Germany
@kingzlatan1811,"Die Palästinänser werden seit 60 Jahren gefoltert und ermordet 
Ihr von der ZDF wollt den Menschen eine Gehirnwäsche geben. 
Es gibt Bilder und Aufnahmen im Ausland 
Die hier in Deutschland nicht veröffentlicht werden dürfen .
Hätte man die Juden 1949 irgendwo anders ein Staat gebaut, und nicht den Palästinenser ihr Land mit Gewalt weggenommen hätten wir  diese Diskussion nicht.
Als wieder gut machung das Deutschland damals die Juden ermordet haben könnte Deutschland Israel ein Stück Land abgeben, München wäre toll. Da können die Juden in Ruhe leben. 
Mal schauen ob Deutschland sich sowas gefallen lässt. 
Glaubt nicht jeden Scheiss der in den Medien ist.",0,0,ZDFheuteNachrichten,Germany
@Hakkan36,"Schämst ihr euch nicht ihr sieht wie gaza komplett zerbombt ist und sie steht in Minute 11:33 an der Stelle Israel wo nur ein Haus weg ist 
Das ist ja ekelhaft 
Wie verlogen seit ihr",0,0,ZDFheuteNachrichten,Germany
@Mudi4Ever,"Das Volk hat diese scheiss Hamas über mehrere Jahrzenten unterstützt. Es gibt Bilder wie im Spital Hamas Terroristen Geisel entführen und das Volk dort im Spital schaut zu , was ist das für ein Terror Volk. Sie sind selberschuld mir tun nur die Kinder leid.",2,1,ZDFheuteNachrichten,Germany
@user_mao75,Super dass man hier kommentern kann . Wollte nur sage dass die zionist soldat ab 7 oct bis jz hat mehr wie 3600 frau und 4800 kind getötet . Free palestine✌️,0,0,ZDFheuteNachrichten,Germany
@dervonnebenan9285,Der dritte Weltkrieg ist nah.,0,0,ZDFheuteNachrichten,Germany
@mosevac,ICH FINDE DAS ISRAEL ZURECHT GEWISSEN GEHÖRT --ES STERBEN SOVIELE UNSCHULDIGE,0,0,ZDFheuteNachrichten,Germany
@hauihh,"Sorry, ich kann es einfach nicht verstehen wie Menschen sowas machen können :-(  Schlimm finde ich, dass jetzt jeder den anderen die Schuld in die Schuhe schieben möchte. Aber hätte die Hamas das nicht angefangen, dann würden noch viel Menschen leben und nicht leiden.  Der Hamas muss das Handwerk gelegt werden, dass so was nicht nochmal passieren kann.",0,0,ZDFheuteNachrichten,Germany
@sam12379,"Palästinenser wollen Israel vernichten und einen eigenen Staat, blühend wie der Libanon, Syrien, Jemen, Irak, usw. Wirklich nachvollziehbar.",1,1,ZDFheuteNachrichten,Germany
@endloskurz,"noch mehr waffen scheint die lösung für alles zu sein. - 
wie kommen diese gottgläubigen menschen nur immer auf diese guten wie simplen ideen?",0,0,ZDFheuteNachrichten,Germany
@skippy2577,Wenigstens werden die dann nicht durch Israeli Vertrieben oder ermordet. Man sollte auch nicht das Westjordanland vergessen.,0,0,ZDFheuteNachrichten,Germany
@skippy2577,Was sagst du zu den Vertreibungen und Morde an friedlichen Palästinenser in Westjordanland?,0,0,ZDFheuteNachrichten,Germany
@MAZ2907,Oder die die ihre Nägel machen lassen wollte... Tut mir auch sehr leid..,2,0,ZDFheuteNachrichten,Germany
@sabahonur1211,"Deutschland muss bei solchen Konflikten eine mittler Rolle einnehmen. Wir sollten uns von Kriegen raushalten und dem Frieden(Gesprächen), den Verletzten und Opfern witmen. Nicht uns auf eine Seite stellen und diese auch noch mit Ausrüstung versehen, um Krieg zu befeuern... 
Jürgen Todenhöfer finde ich, macht dafür gutes.",0,0,ZDFheuteNachrichten,Germany
