author,comment,voteCount,replyCount,channel,country
@janarywanderley3612,"ISSO, É TATICA MAQUIAVÉLICA DO HAMAS. PARA, LANÇAR A  CULPA EM ISRAEL. PORÉM, NÃO DÁ PARA CONFIAR EM TERRORISTAS. FOI POR ISSO, QUE ACONTECEU O ERRO. ISRAEL,TEM QUE AGILIZAR O FIM DOS COMBATES. 
SHALOM ISRAEL!
SHALOM JERUSALÉM!
SHALOM BRASIL!",0,0,CNN Brasil,Brasil
@terezinhacarvalho6772,A onde esses prisioneiros  achará  pandeiro braca? No meio de tantos moturos? Os terroristas podem ter colocados em linha de frente com as bandeiras. Quem contou que eles fugirá do esconderijo?,0,0,CNN Brasil,Brasil
@marcoteixeira204,Os nazifascistas israelenses se comportam como seus antigos carrascos alemães,1,0,CNN Brasil,Brasil
@almanakutbrasilsudesteesul5272,"TODO COMBATE TEM FOGO AMIGO.

ASSA ""BODE"" FEDORENTO RADICAL, ISRAEL!",1,0,CNN Brasil,Brasil
@Z06660,Se fossem 3 palestinos ninguém nem ia ficar sabendo.,1,0,CNN Brasil,Brasil
@pedroendo4617,"Descobriram como os soldados insraelenses foram mortos na armadilha mais F.D.P. que os grupos do Hamas aprontaram. A forma mais nojenta que deixa o bandido do morro do RJ um santo mesmo! Para atrair os soldados israelenses na armadilha, colocaram bonecas simulando choro de bebe para os soldados se aproximar na intenção de salvar a criança, quando tira a pano, dispara bombas e mataram os soldados. Bando de F.D.P.....são piores que vermes...",0,0,CNN Brasil,Brasil
@nelsoncarloscossa8806,"Não é um mero erro, é uma tragédia que os militares israelenses teriam evitado, se seguissem as regras de guerra, numa guerra quando o inimigo mostra rendição é obrigação dos militares, prender e não matar, e os soldados tivessem cumprido essa regra não teriam matado os reféns.

Malditos sejam esses assassinos que não cumpriram a regra de guerra.",14,1,CNN Brasil,Brasil
@samirabarakat9956,"Inacreditável o mundo assistir a esse massacre e ninguém fazer nada para parar a mão assassina de Israel!!! Israel com sua soberba e arrogância está sendo derrotado pela resistência Palestina!! Os soldados são covardes e debochados, tem ódio no coração!! Matam pessoas como se matassem insetos!!! É uma barbarie sem qualquer precedente na história!!! Não tem como não se sensibilizar e não se indignar com esse extermínio da população civil indefesa!!! Fico horrorizada que certas pessoas ainda defendem esse Estado terrorista de Israel!!! Nada justifica essa barbarie!!! Hamas foi apenas a justificativa que encontraram para massacrar a Palestina e tomar suas terras, não estão preocupados nem com os refens! Netanyahu tem que ser preso urgente!!! ASSASSINOS!!!",0,0,CNN Brasil,Brasil
@carmenstellaaguiar3256,Se o exército está matando as crianças na rua de Gaza vão matar todos sem  Tor. Está e a verdade. Vejam o que eles estão fazendo e vai vê a falta de tudo nestes soldados eles acham que estão em um jogo. Cruéis isso que eles são.,0,0,CNN Brasil,Brasil
@user-yy8nw9ej2j,"O ódio pelos palestinianos é tanto que nem respeitam a bandeira branca e estando sem roupa não eram perigos e matarm mesmo assim, na guerra há princípios e neste caso o israel mais uma vez não respeitou, se fazem assim com homems desarmados com bandeira branca a dizerem k são israelitas imaginam o que fazem aos palestinianos de verdade",0,0,CNN Brasil,Brasil
@valtersimoes4178,"Os israelenses  quando acordarem  vão estar no inferno  apoiando seu general diabo com um colar extensor de crânios  humanos só uns 15.000 inocentes  
O é verdade Israel não considera esses humanos como iguais 
Deus e jesus e o espírito santo deram outro ensinamento...",0,0,CNN Brasil,Brasil
@edmirfernandes9256,Tadinhos dos israelenses cometeram um errinho,0,0,CNN Brasil,Brasil
@nelsoncarloscossa8806,"Militantes do Hamas que se renderam foram presos e esses três homens, sem armas apenas com uma banheira branca erguida, mostrando que não apresentam perigo foram mortos, os soldados que mataram os reféns devem ser presos e penalizados com a pena de morte, pois cometeram um grave crime de guerra.

imagine a dor  desses reféns, primeiro foram sequestrados e mantidos em cativeiro, no cativeiro sofreram, conseguiram fugir do cativeiro, e durante a fuga, tudo que pediam a Deus, é não se cruzar com militantes do Hamas, e se calhar eles oravam a Deus, para que se encontrassem soldados israelitas e ao encontrar os soldados israelitas, eles devem ter respirado de alivio dando graças a Deus e confiantes que superaram todos obstáculos e em breve estariam em casa, mas infelizmente os que deveriam preservar aquelas vidas e transportar para Israel, foram o maior pesadelo dos reféns mortos, dói a alma esse acontecimento.",0,0,CNN Brasil,Brasil
@pliniobastos2215,"Israel precisa ter mais cuidado com os reféns já que o objetivo principal é resgatar os mesmos com vida, já é quatro cidadãos israelenses mortos por soldados das tropas israelenses!
Pois se não fica uma situação complicada para os reféns, se ficar com o HAMAS, morrem, se tentar fugir e encontrar com as tropas israelenses, morrem!
Situação difícil Israel!",1,3,CNN Brasil,Brasil
@adalbertofreitas8554,"A nova Câmara de gás noderna ao ar livre,",0,0,CNN Brasil,Brasil
@ulissesbueno,"Sim, com os reféns kkkkk, atiraram em pessoas desarmadas, com bandeiras brancas, se fosse um civil era de boa, afinal, é esse o objetivo desses terroristas lá.",0,0,CNN Brasil,Brasil
@markwebb7320,"Israel está se lixando. Já tem imobiliária com projetos de casas dizendo: morar na praia não é um sonho. E as casas projetadas sobre as áreas que destruíram e mat4ram famílias inteiras. Claro que para o gado, eram todos escudos, claro.",0,0,CNN Brasil,Brasil
@deolho9617,"ISRAEL MATOU OS PRÓPRIO CIVIS NO DIA 7! UM HELICOPTERO SIONISTA QUE BOMBARDOU O FESTIVAL NO DIA 7!ISRAHLL JA VINHA BOMBARDEANDO GAZAANTES DO DIA 7! ISRAEHLL PERMITOU UM FESTIVAL PERTO DE GAZA JUSTAMENTE PRA PROVOCAROS PALESTINOS! DEPOIS QUE O HAMAS INVADIU O FESTIVAL,UM HELICOPTERO DO EXERCITO ISRAELENSE FOI ATÉ O LOCAL E ABRIU FOGO AMIGO CONTRA TODOS! PAÍSINHO TERRORISTA E SEM VERGONHA RAPAZ!",0,0,CNN Brasil,Brasil
@ailtonfernandes5744,"Eles tão matando qualquer civil palestino que encontrarem no caminho, o próprio relato fala que eles estavam desarmados e com bandeira branca, mesmo falando em hebraico foram mortos.",0,0,CNN Brasil,Brasil
@ulissesbueno,"Acharam que eram civis palestinos ué, acontece.",0,0,CNN Brasil,Brasil
@quandovcestivernoyoutube,"e falavam hebraico, a AFP mostrou esse detalhe.",0,0,CNN Brasil,Brasil
@deysemonteiro4909,"O exército retribui com balas as pedras enviadas por crianças.... se tivessem sido orientados desde o começo, nao estaríamos assistindo ao vivo essa carnificina.  Obs: sou contra o Hamas!",0,0,CNN Brasil,Brasil
@franklenoencarnacao,"Quem,em sã consciência,atira em pessoas agitando uma bandeira branca???

Os nazisionistas judeus em Gaza",0,0,CNN Brasil,Brasil
@MariaCruz-ft4om,"ELES NÃO ESTÃO MATANDO POR EMGANO, ELES ESTÃO MATANDO POR  MALDADE MESMO, ESSE NATUNYAHU É À EMCARNAÇÃO DO DEMONIO, ELE É CRUEL GENOCÍDA, ESSE DEMONIO NÃO QUER LIBERTAR REFÉNS, ELE QUER É MATAR OS PALESTINOS, ESSE DEMONIO GENOCÍDA VAI COLHER OS FRUTOS PODRES QUE ELE MESMO PLANTOU. UM MONSTRO DESSE QUE CORTA AGUA E COMIDA, PRAS PESSOAS PRAS CRIANÇAS, POR QUÊ ELE É UM MONSTRO, E QUER VER OS PALESTINOS MORTOS.POR QUÊ ELE ODEIA ESSE POVO PALESTINO, ESSE DEMONIO NAZISTA GENOCÍDA, VAI PAGAR UM PREÇO MUITO ALTO. O MAL QUE ELES ESTÃO FAZENDO PRA ESSE POVO PALESTINO, PODE CAIR SOBRE ELES MESMO. FORÇA PALESTINOS À VITORIA É DE VOCÊS EM NOME DE DEUS. . LIVRE, EM NOME DE DEUS.AVANTE PALESTINOS À VITORIA É DE VOCÊS EM NOME DE DEUS.",0,0,CNN Brasil,Brasil
@Lala-yc7vu,"É  facil,na guerra,na adrenalina,é so vestir as roupas do oponentes neles. Nada de novo na guerra.PEDIMOS ENCARECIDAMENTE APOIO DA MÍDIA  PRA UCRÂNIA.  NAO ESQUECAM DAS CRIANCAS MORTAS NA ULCRANIAÓRFÃOS FAMINTOS.",3,0,CNN Brasil,Brasil
@franciscoclaudio7058,"Fake  News, notícia da globo",0,1,CNN Brasil,Brasil
@beelzeboss8996,Os caras estão atirando em pessoas desarmadas kkkkkkkkkkkkk,2,0,CNN Brasil,Brasil
@silasfrancisco5059,QUE DEUS PROTEJA E SALVE ISRAEL @@,2,0,CNN Brasil,Brasil
